test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher,arm,96b_avenger96,True,,-DDEBUG_PRINTF=1,na,,40399,31238
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.same_prio,arm,96b_avenger96,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,40399,31238
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.semaphores,arm,96b_avenger96,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,40399,31238
samples/portability/cmsis_rtos_v2/timer_synchronization/sample.portability.cmsis_rtos_v2.timer_synchronization,arm,96b_avenger96,True,,,na,,34141,31348
samples/sensor/thermometer/sample.sensor.thermometer,arm,96b_avenger96,True,,,na,,27649,24432
samples/subsys/console/echo/sample.subsys.console.echo,arm,96b_avenger96,True,,,na,,0,0
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,96b_avenger96,True,,,na,,0,0
samples/subsys/console/getline/sample.subsys.console.getline,arm,96b_avenger96,True,,,na,,0,0
samples/subsys/logging/logger/samples.logger,arm,96b_avenger96,True,,,na,,34141,28810
samples/subsys/logging/logger/samples.logger.rtt,arm,96b_avenger96,True,,,na,,41201,34912
samples/subsys/logging/logger/samples.logger.usermode,arm,96b_avenger96,True,,,na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module,arm,96b_avenger96,True,,,na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,96b_avenger96,True,,"CONF_FILE=""prj_minimal.conf""",na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,96b_avenger96,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,37567,32026
samples/synchronization/sample.synchronization,arm,96b_avenger96,True,,,na,,25751,20162
samples/testing/integration/section.subsection,arm,96b_avenger96,True,,,na,,27836,27135
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,96b_avenger96,True,,,na,,0,0
samples/userspace/shared_mem/sample.kernel.memory_protection.shared_mem,arm,96b_avenger96,True,,,na,,0,0
tests/application_development/cpp/misc.app_dev.cpp,arm,96b_avenger96,True,,,na,,31552,30207
tests/application_development/gen_inc_file/buildsystem.include_file,arm,96b_avenger96,True,,,na,,29342,29397
tests/application_development/libcxx/misc.app_dev.libcxx,arm,96b_avenger96,True,,,na,,56657,60073
tests/application_development/libcxx/misc.app_dev.libcxx.exceptions,arm,96b_avenger96,True,,,na,,56717,60133
tests/arch/arm/arm_interrupt/arch.interrupt.arm,arm,96b_avenger96,True,,,na,,28548,28339
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,arm,96b_avenger96,True,,,na,,55871,57227
tests/arch/arm/arm_irq_vector_table/arch.interrupt.arm.irq_vector_table,arm,96b_avenger96,True,,,na,,26830,25945
tests/arch/arm/arm_ramfunc/arch.ramfunc,arm,96b_avenger96,True,,,na,,28166,28097
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,arm,96b_avenger96,True,,,na,,29980,29523
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,arm,96b_avenger96,True,,,na,,31143,30553
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing,arm,96b_avenger96,True,,,na,,0,0
tests/arch/arm/arm_zero_latency_irqs/arch.zero_latency_interrupts,arm,96b_avenger96,True,,,na,,28382,28117
tests/benchmarks/app_kernel/benchmark.application,arm,96b_avenger96,True,,,na,,55554,37360
tests/benchmarks/boot_time/benchmark.boot_time,arm,96b_avenger96,True,,,na,,24207,22398
tests/benchmarks/latency_measure/benchmark.latency,arm,96b_avenger96,True,,,na,,37161,31172
tests/benchmarks/sched/benchmark.scheduler,arm,96b_avenger96,True,,,na,,24659,20170
tests/benchmarks/sys_kernel/benchmark.kernel,arm,96b_avenger96,True,,,na,,52781,32044
tests/benchmarks/timing_info/benchmark.timing.default_kernel,arm,96b_avenger96,True,,,na,,40009,34648
tests/benchmarks/timing_info/benchmark.timing.userspace,arm,96b_avenger96,True,,CONF_FILE=prj_userspace.conf,na,,0,0
tests/drivers/entropy/api/peripheral.entropy,arm,96b_avenger96,True,,,na,,0,0
tests/drivers/gpio/gpio_basic_api/peripheral.gpio,arm,96b_avenger96,True,,,na,,0,0
tests/drivers/ipm/peripheral.mailbox,arm,96b_avenger96,True,,,na,,31837,31664
tests/drivers/pinmux/pinmux_basic_api/peripheral.pinmux,arm,96b_avenger96,True,,,na,,0,0
tests/drivers/uart/uart_async_api/peripheral.uart_async_api,arm,96b_avenger96,True,,,na,,0,0
tests/drivers/uart/uart_basic_api/peripheral.uart,arm,96b_avenger96,True,,,na,,0,0
tests/drivers/uart/uart_basic_api/peripheral.uart.poll,arm,96b_avenger96,True,,CONF_FILE=prj_poll.conf,na,,0,0
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,96b_avenger96,True,,CONF_FILE=prj_shell.conf,na,,0,0
tests/kernel/common/kernel.common,arm,96b_avenger96,True,,,na,,47388,48923
tests/kernel/common/kernel.common.misra,arm,96b_avenger96,True,,,na,,47322,48841
tests/kernel/context/kernel.context,arm,96b_avenger96,True,,,na,,41128,37623
tests/kernel/critical/kernel.critical,arm,96b_avenger96,True,,,na,,35932,32387
tests/kernel/critical/kernel.critical.sam,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,96b_avenger96,True,,,na,,31385,30908
tests/kernel/fatal/kernel.common.stack_protection,arm,96b_avenger96,True,,CONF_FILE=prj.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,96b_avenger96,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,96b_avenger96,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,96b_avenger96,True,,CONF_FILE=protection_no_userspace.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_sentinel,arm,96b_avenger96,True,,CONF_FILE=sentinel.conf,na,,31758,29785
tests/kernel/fifo/fifo_api/kernel.fifo,arm,96b_avenger96,True,,,na,,36802,35541
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,96b_avenger96,True,,"CONF_FILE=""prj_poll.conf""",na,,38864,38083
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,96b_avenger96,True,,,na,,45412,35223
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,96b_avenger96,True,,"CONF_FILE=""prj_poll.conf""",na,,47486,37793
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,96b_avenger96,True,,,na,,33592,32235
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,96b_avenger96,True,,"CONF_FILE=""prj_poll.conf""",na,,35674,34805
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,96b_avenger96,True,,PI_NUM_ITERATIONS=70000,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,96b_avenger96,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,96b_avenger96,True,,,na,,26621,26952
tests/kernel/interrupt/arch.interrupt,arm,96b_avenger96,True,,,na,,30514,30757
tests/kernel/lifo/lifo_api/kernel.lifo,arm,96b_avenger96,True,,,na,,33906,32545
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,96b_avenger96,True,,,na,,47520,34867
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,96b_avenger96,True,,,na,,42137,38895
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,96b_avenger96,True,,,na,,32491,30657
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,96b_avenger96,True,,,na,,31656,31375
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,96b_avenger96,True,,,na,,43960,33199
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,96b_avenger96,True,,,na,,33330,32361
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,96b_avenger96,True,,,na,,35492,33715
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,96b_avenger96,True,,,na,,33516,30199
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,96b_avenger96,True,,,na,,39304,38887
tests/kernel/mem_protect/futex/kernel.futex,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,96b_avenger96,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,96b_avenger96,True,,,na,,31158,28701
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,96b_avenger96,True,,,na,,36586,33929
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem,arm,96b_avenger96,True,,,na,,37250,34649
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,96b_avenger96,True,,,na,,37250,34649
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.armv8m_gap_filling,arm,96b_avenger96,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,96b_avenger96,True,,,na,,34726,30185
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,96b_avenger96,True,,,na,,31054,31581
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,96b_avenger96,True,,,na,,32850,30777
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,96b_avenger96,True,,,na,,31762,28573
tests/kernel/mp/kernel.multiprocessing,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,96b_avenger96,True,,,na,,38498,37261
tests/kernel/mutex/mutex_api/kernel.mutex,arm,96b_avenger96,True,,,na,,32570,32329
tests/kernel/mutex/sys_mutex/sys.mutex,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,96b_avenger96,True,,,na,,37360,34179
tests/kernel/obj_tracing/kernel.object_tracing,arm,96b_avenger96,True,,,na,,48425,36664
tests/kernel/pending/kernel.pending,arm,96b_avenger96,True,,,na,,40166,36989
tests/kernel/pipe/pipe/kernel.pipe,arm,96b_avenger96,True,,,na,,37995,38655
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,96b_avenger96,True,,,na,,41812,39723
tests/kernel/poll/kernel.poll,arm,96b_avenger96,True,,,na,,42924,42527
tests/kernel/profiling/profiling_api/kernel.profiling,arm,96b_avenger96,True,,,na,,36670,33350
tests/kernel/queue/kernel.queue,arm,96b_avenger96,True,,,na,,38270,36293
tests/kernel/queue/kernel.queue.poll,arm,96b_avenger96,True,,"CONF_FILE=""prj_poll.conf""",na,,40336,38839
tests/kernel/sched/deadline/kernel.sched.deadline,arm,96b_avenger96,True,,,na,,33956,30451
tests/kernel/sched/metairq/kernel.sched.metairq,arm,96b_avenger96,True,,,na,,34310,30633
tests/kernel/sched/preempt/kernel.sched.preempt,arm,96b_avenger96,True,,,na,,36170,32189
tests/kernel/sched/schedule_api/kernel.sched,arm,96b_avenger96,True,,,na,,47746,38529
tests/kernel/sched/schedule_api/kernel.sched.multiq,arm,96b_avenger96,True,,CONF_FILE=prj_multiq.conf,na,,47982,38513
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arm,96b_avenger96,True,,CONF_FILE=prj_multiq.conf,na,,44648,36007
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arm,96b_avenger96,True,,,na,,44392,36003
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,96b_avenger96,True,,,na,,44634,41053
tests/kernel/sleep/kernel.timing,arm,96b_avenger96,True,,,na,,32753,32132
tests/kernel/smp/kernel.multiprocessing.smp,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,96b_avenger96,True,,,na,,35382,34325
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,96b_avenger96,True,,,na,,21365,21384
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,96b_avenger96,True,,,na,,42890,42553
tests/kernel/threads/thread_init/kernel.threads.init,arm,96b_avenger96,True,,,na,,32428,29751
tests/kernel/tickless/tickless/kernel.tickless,arm,96b_avenger96,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,96b_avenger96,True,,,na,,33224,30363
tests/kernel/timer/starve/kernel.timer.starve,arm,96b_avenger96,True,,,na,,32694,32489
tests/kernel/timer/timer_api/kernel.timer,arm,96b_avenger96,True,,,na,,37348,38183
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,96b_avenger96,True,,"CONF_FILE=""prj_tickless.conf""",na,,37432,38267
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,96b_avenger96,True,,,na,,30218,29989
tests/kernel/workq/work_queue/kernel.workqueue,arm,96b_avenger96,True,,,na,,43136,42803
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,96b_avenger96,True,,,na,,44486,43297
tests/kernel/xip/arch.common.xip,arm,96b_avenger96,True,,,na,,28038,27477
tests/lib/c_lib/libraries.libc,arm,96b_avenger96,True,,,na,,30113,31090
tests/lib/fdtable/libraries.os.fdtable,arm,96b_avenger96,True,,,na,,32186,31185
tests/lib/json/libraries.encoding.json,arm,96b_avenger96,True,,,na,,35196,40051
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,96b_avenger96,True,,CONF_FILE=prj.conf,na,,33818,33879
tests/lib/mem_alloc/libraries.libc.newlib,arm,96b_avenger96,True,,CONF_FILE=prj_newlib.conf,na,,30337,30105
tests/lib/ringbuffer/libraries.data_structures,arm,96b_avenger96,True,,,na,,33611,34421
tests/lib/sprintf/libraries.libc.sprintf,arm,96b_avenger96,True,,,na,,33424,36467
tests/misc/test_build/test_debug,arm,96b_avenger96,True,,CONF_FILE=debug.conf,na,,34616,32488
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,96b_avenger96,True,,,na,,60158,56381
tests/posix/common/portability.posix.common,arm,96b_avenger96,True,,,na,,74662,58425
tests/posix/common/portability.posix.common.newlib,arm,96b_avenger96,True,,,na,,74584,58347
tests/posix/fs/portability.posix.fs,arm,96b_avenger96,True,,,na,,131784,45661
tests/posix/fs/portability.posix.fs.newlib,arm,96b_avenger96,True,,,na,,133997,47141
tests/shell/shell,arm,96b_avenger96,True,,,na,,50224,52723
tests/subsys/debug/tracing/tracing.openocd,arm,96b_avenger96,True,,,na,,26183,20442
tests/subsys/logging/log_core/logging.log_core,arm,96b_avenger96,True,,,na,,36665,31541
tests/subsys/logging/log_list/logging.log_list,arm,96b_avenger96,True,,,na,,35460,33409
tests/subsys/logging/log_msg/logging.log_msg,arm,96b_avenger96,True,,,na,,37442,36335
tests/subsys/logging/log_output/logging.log_output,arm,96b_avenger96,True,,,na,,36662,34279
tests/subsys/shell/shell_history/shell.history,arm,96b_avenger96,True,,,na,,49180,49199
tests/ztest/base/testing.ztest.verbose_0,arm,96b_avenger96,True,,CONF_FILE=prj_verbose_0.conf,na,,28014,27445
tests/ztest/base/testing.ztest.verbose_1,arm,96b_avenger96,True,,CONF_FILE=prj_verbose_1.conf,na,,28240,27839
tests/ztest/base/testing.ztest.verbose_2,arm,96b_avenger96,True,,CONF_FILE=prj_verbose_2.conf,na,,28256,27895
tests/ztest/custom_output/testing.ztest.customized_output,arm,96b_avenger96,True,,CONF_FILE=prj_customized_output.conf,na,,28010,27253
tests/ztest/custom_output/testing.ztest.regular_output,arm,96b_avenger96,True,,,na,,27994,27317
samples/application_development/external_lib/sample.app_dev.external_lib,arm,96b_carbon,True,,,na,,16933,14212
samples/basic/blinky/sample.blinky,arm,96b_carbon,True,,,na,,15463,12706
samples/basic/button/sample.button,arm,96b_carbon,True,,,na,,15611,12914
samples/basic/threads/sample.threads,arm,96b_carbon,True,,,na,,26373,22360
samples/cpp_synchronization/sample.cpp_syncronisation,arm,96b_carbon,True,,,na,,18633,13836
samples/display/grove_display/sample.display.grove_display,arm,96b_carbon,True,,,na,,18651,15938
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,96b_carbon,True,,CONF_FILE=prj_mtls_shim.conf,na,,42341,48509
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,96b_carbon,True,,,na,,33389,32097
samples/drivers/current_sensing/sample.driver.current_sensing,arm,96b_carbon,True,,,na,,17669,15012
samples/drivers/entropy/sample.driver.entropy,arm,96b_carbon,True,,,na,,0,0
samples/drivers/flash_shell/sample.driver.flash_shell,arm,96b_carbon,True,,,na,,48959,48522
samples/drivers/gpio/sample.driver.gpio,arm,96b_carbon,True,,,na,,15675,13054
samples/drivers/i2c_fujitsu_fram/sample.driver.i2c_fujitsu_fram,arm,96b_carbon,True,,,na,,0,0
samples/drivers/led_apa102c_bitbang/sample.driver.led_apa102c_bitbang,arm,96b_carbon,True,,,na,,0,0
samples/drivers/led_lpd8806/sample.driver.led_lpd8806,arm,96b_carbon,True,,,na,,29686,26794
samples/drivers/led_ws2812/sample.driver.led_ws2812,arm,96b_carbon,True,,,na,,30132,26916
samples/drivers/spi_flash/sample.driver.spi_flash,arm,96b_carbon,True,,,na,,0,0
samples/drivers/spi_flash/sample.driver.spi_flash_dpd,arm,96b_carbon,True,,,na,,0,0
samples/drivers/spi_fujitsu_fram/sample.driver.spi_fujitsu_fram,arm,96b_carbon,True,,,na,,19759,15682
samples/hello_world/sample.helloworld,arm,96b_carbon,True,,,na,,14171,11442
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,96b_carbon,True,,,na,,46131,43426
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download,arm,96b_carbon,True,,,na,,169235,153217
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download.posix,arm,96b_carbon,True,,,na,,171043,153609
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server,arm,96b_carbon,True,,,na,,114970,103451
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.netusb,arm,96b_carbon,True,,"OVERLAY_CONFIG=""overlay-netusb.conf""",na,,114970,103451
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.netusb_zeroconf,arm,96b_carbon,True,,"OVERLAY_CONFIG=""overlay-netusb.conf;overlay-zeroconf.conf""",na,,114970,103451
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.posix,arm,96b_carbon,True,,,na,,116766,103831
samples/net/sockets/http_client/sample.net.sockets.http_client,arm,96b_carbon,True,,,na,,180281,175221
samples/net/sockets/http_get/sample.net.sockets.http_get,arm,96b_carbon,True,,,na,,155819,139553
samples/net/sockets/http_get/sample.net.sockets.http_get.posix,arm,96b_carbon,True,,,na,,157615,139933
samples/net/sockets/websocket_client/sample.net.sockets.websocket_client,arm,96b_carbon,True,,,na,,194615,185675
samples/net/zperf/sample.net.zperf.netusb_ecm,arm,96b_carbon,True,,"OVERLAY_CONFIG=""overlay-netusb.conf""",na,,192763,181556
samples/net/zperf/sample.net.zperf.netusb_eem,arm,96b_carbon,True,,"OVERLAY_CONFIG=""overlay-netusb.conf""",na,,210958,195962
samples/net/zperf/sample.net.zperf.netusb_rndis,arm,96b_carbon,True,,"OVERLAY_CONFIG=""overlay-netusb.conf""",na,,218376,199614
samples/nfc/nfc_hello/sample.nfc.hello,arm,96b_carbon,True,,,na,,19365,16256
samples/philosophers/sample.philosopher,arm,96b_carbon,True,,-DDEBUG_PRINTF=1,na,,28471,23050
samples/philosophers/sample.philosopher.coop_only,arm,96b_carbon,True,,-DDEBUG_PRINTF=1,na,,27417,22040
samples/philosophers/sample.philosopher.fifos,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,28471,23050
samples/philosophers/sample.philosopher.lifos,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,28471,23050
samples/philosophers/sample.philosopher.preempt_only,arm,96b_carbon,True,,-DDEBUG_PRINTF=1,na,,28463,23030
samples/philosophers/sample.philosopher.same_prio,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,28471,23050
samples/philosophers/sample.philosopher.semaphores,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,28471,23050
samples/philosophers/sample.philosopher.stacks,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,28471,23050
samples/philosophers/sample.philosopher.static,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,28471,23050
samples/philosophers/sample.philosopher.tracing,arm,96b_carbon,True,,-DDEBUG_PRINTF=1,na,,28471,23050
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher,arm,96b_carbon,True,,-DDEBUG_PRINTF=1,na,,30515,25570
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.same_prio,arm,96b_carbon,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,30515,25570
